"id","Survey","Race","Gender","Education","Age_Group","Region","quota_cohort","LikelyVote","PartyAffiliate","survey_weight","Question1_Version","Experiment1_Question","Question2_Version","Experiment2_Question","EconomicConditions","EconomicExpect","CoronaWorry","CoronaChange","CoronaWork"
1531,"Coronavirus Survey","White","Male","Some College or Associate","45-64","South","South::45-64::Male","Definitely will vote","Independent or another party",0.933738513078202,"Version B","1000","Version B","C","Good","Improve","Not too worried","Yes, changing routines or plans","Working from home"
1532,"Political Survey","White","Female","Post-Grad","35-44","Midwest","Midwest::35-44::Female","Definitely will vote","Independent or another party",0.719311878135922,"Version A","100","Version A","A","Poor","Get worse",NA,NA,NA
1533,"Coronavirus Survey","White","Female","Some College or Associate","45-64","South","South::45-64::Female","Definitely will vote","Republican Party",0.812677566010643,"Version A","100","Version B","C","Only Fair","Don't know","Very worried","Yes, changing routines or plans","Not changed"
1534,"Political Survey","White","Male","Some College or Associate","45-64","West","West::45-64::Male","Definitely will vote","Democratic Party",0.862382516348869,"Version B","1","Version A","C","Only Fair","Get worse",NA,NA,NA
1535,"Political Survey","White","Male","College Grad","18-34","Northeast","Northeast::18-34::Male","Definitely will vote","Republican Party",0.978985775668553,"Version B","12","Version B","A","Good","Stay about the same",NA,NA,NA
1536,"Coronavirus Survey","Black or African American","Female","Some College or Associate","35-44","South","South::35-44::Female","Definitely will vote","Democratic Party",0.837780477827716,"Version A","20","Version A","B","Good","Get worse","Somewhat worried","Yes, changing routines or plans","Working from home"
1537,"Coronavirus Survey","White","Female","College Grad","65+","South","South::65+::Female","Definitely will vote","Democratic Party",0.66474772825936,"Version A","100","Version A","A","Poor","Get worse","Very worried","Yes, changing routines or plans","Other change"
1538,"Political Survey","Other","Male","Post-Grad","45-64","Northeast","Northeast::45-64::Male","Likely will vote","Democratic Party",0.902950498505215,"Version B","10000000000","Version A","A","Poor","Don't know",NA,NA,NA
1539,"Political Survey","White","Female","Some College or Associate","45-64","South","South::45-64::Female","Definitely will vote","Republican Party",0.812677566010643,"Version A","100","Version A","A","Excellent","Stay about the same",NA,NA,NA
1540,"Political Survey","Hispanic","Male","Some College or Associate","65+","Northeast","Northeast::65+::Male","Definitely will vote","Republican Party",1.20511672068435,"Version A","100","Version B","C","Good","Stay about the same",NA,NA,NA
1541,"Coronavirus Survey","White","Female","College Grad","35-44","West","West::35-44::Female","Definitely will vote","Republican Party",0.623094013055941,"Version B","10000000000","Version A","A","Only Fair","Stay about the same","Not too worried","Yes, changing routines or plans","Working from home"
1542,"Coronavirus Survey","White","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will vote","Democratic Party",0.861094997881394,"Version B","1000","Version A","C","Poor","Get worse","Very worried","Yes, changing routines or plans","Not changed"
1543,"Coronavirus Survey","White","Male","Some College or Associate","35-44","South","South::35-44::Male","Definitely will vote","Democratic Party",0.917062503950693,"Version A","100","Version B","C","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Working from home"
1544,"Coronavirus Survey","White","Female","HS or Less","65+","West","West::65+::Female","(Vol. DK/Refuse)","Democratic Party",1.07007412414965,"Version B","1000","Version B","C","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Not changed"
1545,"Coronavirus Survey","Other","Female","College Grad","45-64","West","West::45-64::Female","Likely will vote","Democratic Party",0.781211669061182,"Version A","100","Version A","A","Poor","Stay about the same","Very worried","(Vol. DK/Refuse)","Working from home"
1546,"Coronavirus Survey","Other","Female","College Grad","35-44","West","West::35-44::Female","Likely will vote","Independent or another party",0.762963776009598,"Version A","100","Version A","C","Poor","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
1547,"Coronavirus Survey","Hispanic","Female","HS or Less","65+","West","West::65+::Female","Definitely will vote","Republican Party",1.94384634232706,"Version B","1000000","Version B","C","Good","Get worse","Not too worried","No, not changing routines or plans","Not changed"
1548,"Coronavirus Survey","Hispanic","Female","HS or Less","65+","West","West::65+::Female","Definitely will vote","Republican Party",1.94384634232706,"Version B","1000000","Version B","C","Good","Get worse","Not too worried","No, not changing routines or plans","Not changed"
1549,"Coronavirus Survey","White","Male","HS or Less","65+","Midwest","Midwest::65+::Male","Definitely will vote","Republican Party",1.14480353610126,"Version B","100000","Version B","C","Good","Improve","Not worried at all","No, not changing routines or plans","Not changed"
1550,"Coronavirus Survey","Other","Male","Some College or Associate","65+","South","South::65+::Male","Definitely will vote","Independent or another party",1.26521776600446,"Version A","100","Version A","B","Good","Improve","Somewhat worried","Yes, changing routines or plans","Not changed"
1551,"Political Survey","Other","Male","Post-Grad","45-64","West","West::45-64::Male","Definitely will vote","Republican Party",0.990726415833516,"Version B","1000000000","Version B","C","Poor","Get worse",NA,NA,NA
1552,"Coronavirus Survey","White","Male","HS or Less","18-34","Midwest","Midwest::18-34::Male","Definitely will not vote","Independent or another party",1.35151732822785,"Version B","1000","Version A","A","Only Fair","Improve","Somewhat worried","Yes, changing routines or plans","Not changed"
1553,"Political Survey","White","Female","Post-Grad","45-64","South","South::45-64::Female","Definitely will vote","Democratic Party",0.76246819078539,"Version B","1000","Version B","C","Good","Stay about the same",NA,NA,NA
1554,"Political Survey","Hispanic","Female","College Grad","18-34","South","South::18-34::Female","Likely will not vote","Democratic Party",1.21377728283547,"Version A","100","Version A","B","Poor","Get worse",NA,NA,NA
1555,"Coronavirus Survey","Hispanic","Male","Post-Grad","65+","Midwest","Midwest::65+::Male","Definitely will vote","Democratic Party",1.56773172866277,"Version B","10000000000","Version B","C","Good","Get worse","Very worried","Yes, changing routines or plans","Working from home"
1556,"Coronavirus Survey","White","Female","College Grad","18-34","South","South::18-34::Female","Definitely will vote","Independent or another party",0.668176097339066,"Version B","1000","Version A","B","Poor","Get worse","Not too worried","Yes, changing routines or plans","Working from home"
1557,"Political Survey","Black or African American","Female","Some College or Associate","45-64","Midwest","Midwest::45-64::Female","Definitely will vote","Democratic Party",0.745681890094698,"Version B","100","Version B","B","Poor","Get worse",NA,NA,NA
1558,"Coronavirus Survey","White","Female","HS or Less","65+","Midwest","Midwest::65+::Female","Definitely will vote","Republican Party",1.11268190252824,"Version A","100","Version B","C","Good","Improve","Somewhat worried","Yes, changing routines or plans","Not changed"
1559,"Coronavirus Survey","White","Female","Some College or Associate","45-64","West","West::45-64::Female","Definitely will vote","Democratic Party",0.826442391461008,"Version B","1000","Version B","C","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
1560,"Coronavirus Survey","White","Male","HS or Less","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Democratic Party",0.978184743899664,"Version B","10000000000","Version B","C","Poor","Get worse","Somewhat worried","Yes, changing routines or plans","Working from home"
1561,"Coronavirus Survey","White","Male","College Grad","45-64","South","South::45-64::Male","Definitely will not vote","Republican Party",0.720827036371313,"Version A","100","Version B","C","Only Fair","Stay about the same","Somewhat worried","Yes, changing routines or plans","Hours increased"
1562,"Political Survey","Other","Male","Some College or Associate","45-64","Midwest","Midwest::45-64::Male","Definitely will not vote","Republican Party",1.18537129713939,"Version B","1000000","Version B","C","Poor","Improve",NA,NA,NA
1563,"Coronavirus Survey","White","Male","HS or Less","45-64","West","West::45-64::Male","Definitely will vote","Independent or another party",1.0732741905022,"Version A","100","Version A","A","Good","Stay about the same","Somewhat worried","Yes, changing routines or plans","Not changed"
1564,"Political Survey","White","Female","College Grad","45-64","West","West::45-64::Female","Definitely will vote","Independent or another party",0.637996624777291,"Version A","100","Version B","C","Poor","Stay about the same",NA,NA,NA
1565,"Political Survey","Black or African American","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will vote","Republican Party",0.877891594204134,"Version A","100","Version A","C","Good","Improve",NA,NA,NA
1566,"Political Survey","White","Male","HS or Less","18-34","South","South::18-34::Male","Definitely will vote","Republican Party",2.30939404016988,"Version B","200","Version A","B","Only Fair","Stay about the same",NA,NA,NA
1567,"Coronavirus Survey","Black or African American","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will not vote","Independent or another party",0.877891594204134,"Version B","100","Version B","A","Only Fair","Don't know","Somewhat worried","No, not changing routines or plans","Not changed"
1568,"Political Survey","White","Male","HS or Less","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Republican Party",0.978184743899664,"Version A","100","Version B","C","Poor","Improve",NA,NA,NA
1569,"Coronavirus Survey","Black or African American","Female","Some College or Associate","45-64","South","South::45-64::Female","Definitely will not vote","Democratic Party",0.828529727561241,"Version B","100","Version B","A","Good","Get worse","Not worried at all","No, not changing routines or plans","Not changed"
1570,"Political Survey","Other","Female","College Grad","45-64","West","West::45-64::Female","Definitely will not vote","Independent or another party",0.781211669061182,"Version A","100","Version B","C","Poor","Get worse",NA,NA,NA
1571,"Political Survey","White","Male","HS or Less","18-34","West","West::18-34::Male","Definitely will vote","Republican Party",2.59778843064426,"Version A","6","Version B","B","Excellent","Get worse",NA,NA,NA
